Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Left front Jacking Point Reinforcement for all Vanagon,left-front-jacking-point-reinforcement-for-all-vanagon,<p>This is the repair piece for the left front jacking point for all Vanagon.</p>,VanAgain,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:12547, orders:5, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251803229,,,,,,,,,,,49.95,,,TRUE,,,,,,shopify,6,DENY,2,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/left-front-jacking-point-reinforcement-for-all-vanagon-28860.jpg,1,Left front Jacking Point Reinforcement for all Vanagon,,FALSE,Left front Jacking Point Reinforcement for all Vanagon,"Left front Jacking Point Reinforcement for all Vanagon, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9l Vanagon, 86-92 2.1l Vanagon",,Body Mechanical & Trim,,Adult,251803229,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Body Mechanical & Trim, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
,left-front-jacking-point-reinforcement-for-all-vanagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/left-front-jacking-point-reinforcement-for-all-vanagon-0-1590786134.jpg,2,Left front Jacking Point Reinforcement for all Vanagon,,,,,,,,,,,,,,,,,,
Right Front Jacking Point Reinforcement for all Vanagon,right-front-jacking-point-reinforcement-for-all-vanagon,<p>This is the jacking point reinforcement piece for the right side on all Vanagon.&nbsp;&nbsp;</p>,VanAgain,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:12548, orders:1, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251803230,,,,,,,,,,,49.95,,,TRUE,,,,,,shopify,9,DENY,2,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/right-front-jacking-point-reinforcement-for-all-vanagon-86855.jpg,1,Right Front Jacking Point Reinforcement for all Vanagon,,FALSE,Right Front Jacking Point Reinforcement for all Vanagon,"Right Front Jacking Point Reinforcement for all Vanagon, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9l Vanagon, 86-92 2.1l Vanagon",,Body Mechanical & Trim,,Adult,251803230,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Body Mechanical & Trim, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Syncro Single Cab or Doka Fuel Filler Housing Seal,syncro-single-cab-or-doka-fuel-filler-housing-seal,<p>This is the round seal that goes behind the round fuel filler that is only found on a Syncro version of the Sinka or Doka</p>,VanAgain,Body Mechanical & Trim,86-92 2.1L Vanagon,"86-92 2.1L Vanagon, Body Mechanical & Trim, Fuel Delivery, product-id:12549, orders:1, 86-92-21l-vanagon",TRUE,Active,245201939,,,,,,,,,,,29.95,,,TRUE,,,,,,shopify,0,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/syncro-single-cab-or-doka-fuel-filler-housing-seal-65195.jpg,1,Syncro Single Cab or Doka Fuel Filler Housing Seal,,FALSE,Syncro Single Cab or Doka Fuel Filler Housing Seal,"Syncro Single Cab or Doka Fuel Filler Housing Seal, 86-92 2.1l Vanagon",,Body Mechanical & Trim,,Adult,245201939,86-92 2.1L Vanagon,"Body Mechanical & Trim, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,86-92 2.1L Vanagon,has-image,from-products-table,
Sway Bar Bushing for Early Vanagon from 80-84 with 20mm sway bar,sway-bar-bushing-for-early-vanagon-from-80-84-with-20mm-sway-bar,<p>This is the sway bar bushing that is for the 20mm sway bar.&nbsp; Please check your sway bar for sizing before ordering.&nbsp; You would want to order 2.</p>,VanAgain,Suspension and Steering,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, Suspension and Steering, product-id:12550, orders:1, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon",TRUE,Active,251411041,,,,,,,,,,,14.95,,,TRUE,,,,,,shopify,100,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/sway-bar-bushing-for-early-vanagon-from-80-84-with-20mm-sway-bar-71798.jpg,1,Sway Bar Bushing for Early Vanagon from 80-84 with 20mm sway bar,,FALSE,Sway Bar Bushing for Early Vanagon from 80-84 with 20mm sway bar,Sway Bar Bushing for Early Vanagon from 80-84 with 20mm sway bar,,Suspension and Steering,,Adult,251411041,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon","Suspension and Steering, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, legacy-import",New,TRUE,Suspension and Steering,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon",has-image,from-products-table,
Rear Stop Bumper for all Vanagon Sliding Door,rear-stop-bumper-for-all-vanagon-sliding-door,"<p>This is the rubber bumper that the sliding door mechanism hits when the door is fully open.&nbsp; If you are having a problem with the door traveling too far or making a metal on metal sound, then you should check this part</p>",VanAgain,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:12551, orders:5, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251843312A,,,,,,,,,,,14.95,,,TRUE,,,,,,shopify,6,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/rear-stop-bumper-for-all-vanagon-sliding-door-98764.jpg,1,Rear Stop Bumper for all Vanagon Sliding Door,,FALSE,Rear Stop Bumper for all Vanagon Sliding Door,"Rear Stop Bumper for all Vanagon Sliding Door, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9l Vanagon, 86-92 2.1l Vanagon",,Body Mechanical & Trim,,Adult,251843312A,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Body Mechanical & Trim, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Fuse Holder for Blade Style Fuse 16 gauge wire,fuse-holder-for-blade-style-fuse-16-gauge-wire,<p>This is a fuse holder with cover for the blade style fuses.&nbsp; It has 16 gauge wires coming out of each end.</p>,VanAgain,Body - Electrical,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan","68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan, Body - Electrical, Electrical Items, product-id:12552, orders:1, 68-79-bus, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, 92-96-25l-eurovan, 97-03-28l-eurovan",TRUE,Active,85627,,,,,,,,,,,5.95,,,TRUE,,,,,,shopify,10,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/fuse-holder-for-blade-style-fuse-16-gauge-wire-61130.jpg,1,Fuse Holder for Blade Style Fuse 16 gauge wire,,FALSE,Fuse Holder for Blade Style Fuse 16 gauge wire,Fuse Holder for Blade Style Fuse 16 gauge wire,,Body - Electrical,,Adult,85627,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan","Body - Electrical, 68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan, legacy-import",New,TRUE,Body - Electrical,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan",has-image,from-products-table,
water pump gasket for 1.9l waterboxer 83-85,water-pump-gasket-for-1-9l-waterboxer-83-85,"<p>This is the gasket that goes between the water pump and the thermostat housing on the 1.9l waterboxer Vanagon.&nbsp; These were made from 83-85.&nbsp; This gasket usually comes with a new waterpump so if you are buying one of those you won&#39;t need this.&nbsp; I usually apply a thin layer of blue sealant (RTV) to any coolant gaskets and seals before installing.&nbsp; Very thin layer, not too much!</p>",VanAgain,Coolant System,83-85 1.9L Vanagon,"83-85 1.9L Vanagon, Coolant System, Engine Parts, product-id:12553, orders:22, 83-85-19l-vanagon",TRUE,Active,025121043A,,,,,,,,,,,2.99,,,TRUE,,,,,,shopify,84,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/water-pump-gasket-for-1-9l-waterboxer-83-85-84522.jpg,1,water pump gasket for 1.9l waterboxer 83-85,,FALSE,water pump gasket for 1.9l waterboxer 83-85,water pump gasket for 1.9l waterboxer 83-85,,Coolant System,,Adult,025121043A,83-85 1.9L Vanagon,"Coolant System, 83-85 1.9L Vanagon, legacy-import",New,TRUE,Coolant System,83-85 1.9L Vanagon,has-image,from-products-table,
Gutter Trim for Roof - Graphite - all Vanagon,gutter-trim-for-roof-graphite-all-vanagon,"<p>This VW made graphite colored trim, part number 251853707D1BG, covers the gutter edge on all year Vanagon. . One is required per side.&nbsp; It is aproximately 13 feet long.&nbsp; You are also going to need &nbsp;<a href=""https://www.vanagain.com/product/gutter-trim-end-cap-front-leftrear-right-graphite-vanagon"">2518537091BG</a>&nbsp;and&nbsp;<a href=""https://www.vanagain.com/product/gutter-trim-end-cap-front-rightrear-left-graphite-vanagon"">2518537101BG</a>&nbsp;for the end caps. It fits all Vanagon Models</p>",VanAgain,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:12554, orders:14, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251853707D1BG,,,,,,,,,,,39.00,,,TRUE,,,,,,shopify,998,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/gutter-trim-for-roof-graphite-all-vanagon-39888.jpg,1,Gutter Trim for Roof - Graphite - all Vanagon,,FALSE,Gutter Trim for Roof - Graphite - Vanagon,"Gutter Trim for Roof - Graphite - Vanagon, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9l Vanagon, 86-92 2.1l Vanagon",,Body Mechanical & Trim,,Adult,251853707D1BG,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Body Mechanical & Trim, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Gutter Trim End Cap - Front Left/Rear Right - Graphite - Vanagon,gutter-trim-end-cap-front-leftrear-right-graphite-vanagon,"<p>This end cap, part number 2518537091BG, covers the front left (driver) side or rear right (passenger) side end of the gutter on every Vanagon.</p>

<p>2 are required per Vanagon.</p>",VanAgain,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:12555, orders:15, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,2518537091BG,,,,,,,,,,,9.95,,,TRUE,,,,,,shopify,88,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/gutter-trim-end-cap-front-leftrear-right-graphite-vanagon-36139.jpg,1,Gutter Trim End Cap - Front Left/Rear Right - Graphite - Vanagon,,FALSE,Gutter Trim End Cap - Front Left/Rear Right - Graphite - Vanagon,"Gutter Trim End Cap - Front Left/Rear Right - Graphite - Vanagon, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9l Vanagon, 86-92 2.1l Vanagon",,Body Mechanical & Trim,,Adult,2518537091BG,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Body Mechanical & Trim, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Gutter Trim End Cap - Front Right/Rear Left - Graphite - Vanagon,gutter-trim-end-cap-front-rightrear-left-graphite-vanagon,"<p>This end cap, part number 251 853 710 1BG, covers the front right (passenger) side or rear left (driver) side end of the gutter on every Vanagon.&nbsp;</p>

<p>1 per side, 2 are required per Vanagon.</p>",VanAgain,,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, product-id:12556, orders:13, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,2518537101BG,,,,,,,,,,,9.95,,,TRUE,,,,,,shopify,90,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/gutter-trim-end-cap-front-rightrear-left-graphite-vanagon-37100.jpg,1,Gutter Trim End Cap - Front Right/Rear Left - Graphite - Vanagon,,FALSE,Gutter Trim End Cap - Front Right/Rear Left - Graphite - Vanagon,"Gutter Trim End Cap - Front Right/Rear Left - Graphite - Vanagon, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9l Vanagon, 86-92 2.1l Vanagon",,,,Adult,2518537101BG,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Return fuel pipe from filter to pump 1600cc Turbo Diesel and 1700cc Diesel SYNCRO 8/1988-7/1992,return-fuel-pipe-from-filter-to-pump-1600cc-turbo-diesel-and-1700cc-diesel-syncro-81988-71992,"<p>This is the plastic return fuel pipe that has a metal banjo fitting on one end with a metal nipple coming off of it.&nbsp; The other end is just a straight piece of plastic.&nbsp; These were used on Turbo Diesel Vanagon and 1700 NA diesel Vanagon from 88-92.&nbsp; These were never sold in the USA, but these diesel Vanagons are coming in from Europe, so you may have one.&nbsp;&nbsp;</p>",VanAgain,Fuel Delivery,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Fuel Delivery, Fuel Injection, product-id:12557, orders:1, 82-84-diesel-vanagon",TRUE,Active,251201217F,,,,,,,,,,,99.95,,,TRUE,,,,,,shopify,100,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/return-fuel-pipe-from-filter-to-pump-1600cc-turbo-diesel-and-1700cc-diesel-syncro-81988-71992-35888.jpg,1,Return fuel pipe from filter to pump 1600cc Turbo Diesel and 1700cc Diesel SYNCRO 8/1988-7/1992,,FALSE,Return fuel pipe from filter to pump 1600cc Turbo Diesel and 1700cc Diesel SYNCRO 8/1988-7/1992,"Return fuel pipe from filter to pump 1600cc Turbo Diesel and 1700cc Diesel SYNCRO 8/1988-7/1992, 82-84 Diesel Vanagon",,Fuel Delivery,,Adult,251201217F,82-84 Diesel Vanagon,"Fuel Delivery, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Fuel Delivery,82-84 Diesel Vanagon,has-image,from-products-table,
,return-fuel-pipe-from-filter-to-pump-1600cc-turbo-diesel-and-1700cc-diesel-syncro-81988-71992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/return-fuel-pipe-from-filter-to-pump-1600cc-turbo-diesel-and-1700cc-diesel-syncro-81988-71992-0-1593633214.jpg,2,Return fuel pipe from filter to pump 1600cc Turbo Diesel and 1700cc Diesel SYNCRO 8/1988-7/1992,,,,,,,,,,,,,,,,,,
Front Inner CV Joint Kit for 2001-2003 VR6 Eurovan,front-inner-cv-joint-kit-for-2001-2003-vr6-eurovan,"<p>This is the front inner CV joint kit for the VR6 2001-2003 Eurovan that was sold in the USA.&nbsp; Many of the parts suppliers list the incorrect part for these Eurovans.&nbsp; This one has a diameter of 120mm and accomodates the larger 12mm CV bolts.&nbsp; &nbsp;The kit comes with a new CV joint, a boot, a clip, an inner metal plate, and CV grease.&nbsp; You should purchase one kit per side.</p>

<p>Does NOT include new bolts.</p>",VanAgain,Drive Shaft,97-03 2.8L Eurovan,"97-03 2.8L Eurovan, Drive Shaft, Transmission & Drivetrain, product-id:12558, orders:1, 97-03-28l-eurovan",TRUE,Active,7D0498103,,,,,,,,,,,169.95,,,TRUE,,,,,,shopify,3,DENY,7,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/front-inner-cv-joint-kit-for-2001-2003-vr6-eurovan-43155.jpg,1,Front Inner CV Joint Kit for 2001-2003 VR6 Eurovan,,FALSE,Front Inner CV Joint Kit for 2001-2003 VR6 Eurovan,"Front Inner CV Joint Kit for 2001-2003 VR6 Eurovan, 97-03 2.8l Eurovan",,Drive Shaft,,Adult,7D0498103,97-03 2.8L Eurovan,"Drive Shaft, 97-03 2.8L Eurovan, legacy-import",New,TRUE,Drive Shaft,97-03 2.8L Eurovan,has-image,from-products-table,
Window Seal Kit for 80-85 Vanagon deleting chrome trim,window-seal-kit-for-80-85-vanagon-deleting-chrome-trim,"<p>This kit includes the windshield seal, rear hatch seal, two center sliding window seals, and the two rear window seals.&nbsp; This kit is made for the 80-84 Vanagon.&nbsp; Those vans originally had the chrome trim that inserted into the seal.&nbsp; These seal delete that chrome piece so that it is no longer needed.&nbsp; Some folks call this the California Look.&nbsp; If you want new seals and you don&#39;t care about or want to delete the plastic chrome trim, then this is the kit for you.&nbsp;</p>

<p><strong>IMPORTANT:</strong> If you have an 85 Vanagon you need to measure the sliding door handle to be sure you are ordering the correct kit.&nbsp; These is a split year in 85 and some of them have the early sliding door, and some of the later version.&nbsp; Measure the handle to be sure which one you have before ordering.&nbsp; If you have the early sliding door with the handle that is 7 and 1/4 inch long, then you need this kit.&nbsp; If you have the sliding door handle that is 5 3/4 inches long then you need the <a href=""https://www.vanagain.com/shop/window-seal-kit-for-85-92-vanagon-with-no-chrome"">windodsealkitnochrome</a></p>

<p><meta charset=""utf-8"" /></p>

<p dir=""ltr"">The kit includes the following seals:</p>

<p dir=""ltr""><b id=""docs-internal-guid-81ff46f3-7fff-2ab9-224e-a4ce0a8b5384"">1- 251845121</b></p>

<p dir=""ltr""><b id=""docs-internal-guid-81ff46f3-7fff-2ab9-224e-a4ce0a8b5384"">2- 253845341</b></p>

<p dir=""ltr""><b id=""docs-internal-guid-81ff46f3-7fff-2ab9-224e-a4ce0a8b5384"">2- 253845321</b></p>

<p dir=""ltr""><b id=""docs-internal-guid-81ff46f3-7fff-2ab9-224e-a4ce0a8b5384"">1-251845521</b></p>",VanAgain,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, Body Mechanical & Trim, product-id:12559, orders:18, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon",TRUE,Active,windowsealkitnochrome2,,,,,,,,,,,299.95,,,TRUE,,,,,,shopify,88,DENY,15,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/window-seal-kit-for-80-85-vanagon-deleting-chrome-trim-21173.jpg,1,Window Seal Kit for 80-85 Vanagon deleting chrome trim,,FALSE,Window Seal Kit for 80-85 Vanagon deleting chrome trim,"Window Seal Kit for 80-85 Vanagon deleting chrome trim, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9l Vanagon",,Body Mechanical & Trim,,Adult,windowsealkitnochrome2,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon","Body Mechanical & Trim, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon",has-image,from-products-table,
,window-seal-kit-for-80-85-vanagon-deleting-chrome-trim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/window-seal-kit-for-80-85-vanagon-deleting-chrome-trim-0-1593791008.jpg,2,Window Seal Kit for 80-85 Vanagon deleting chrome trim,,,,,,,,,,,,,,,,,,
1.9l Waterboxer Exhaust Hardware Kit 83-85 Vanagon,1-9l-waterboxer-exhaust-hardware-kit-83-85-vanagon,"<p>This is a kit of the studs, nuts, and bolts that you would need to install the exhaust system on a 1.9l waterboxer Vanagon (83-85)</p>",VanAgain,Exhaust Parts,83-85 1.9L Vanagon,"83-85 1.9L Vanagon, Exhaust Parts, product-id:12560, orders:17, 83-85-19l-vanagon",TRUE,Active,hardwarekit1,,,,,,,,,,,25.00,,,TRUE,,,,,,shopify,89,DENY,2,g,TRUE,manual,,,,,FALSE,1.9l Waterboxer Exhaust Hardware Kit 83-85 Vanagon,1.9l Waterboxer Exhaust Hardware Kit 83-85 Vanagon,,Exhaust Parts,,Adult,hardwarekit1,83-85 1.9L Vanagon,"Exhaust Parts, 83-85 1.9L Vanagon, legacy-import",New,TRUE,Exhaust Parts,83-85 1.9L Vanagon,no-image,from-products-table,
Right Rear Bumper End for Fiberglas Bumper on Vanagon from 87-92,right-rear-bumper-end-for-fiberglas-bumper-on-vanagon-from-87-92,"<p>This is an OEM Right Rear Bumper End for the Fiberglas bumper that was used on Wolfsburg, Carat, and later model GL Vanagon.&nbsp; It comes in white primer, and you will have to paint it to match your Vanagon.</p>",VanAgain,Body Mechanical & Trim,86-92 2.1L Vanagon,"86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:12561, 86-92-21l-vanagon",FALSE,Draft,255807324A,,,,,,,,,,,299.00,,,TRUE,,,,,,shopify,0,DENY,10,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/right-rear-bumper-end-for-fiberglas-bumper-on-vanagon-from-87-92-80389.jpg,1,Right Rear Bumper End for Fiberglas Bumper on Vanagon from 87-92,,FALSE,Right Rear Bumper End for Fiberglas Bumper on Vanagon from 87-92,"Right Rear Bumper End for Fiberglas Bumper on Vanagon from 87-92, 86-92 2.1l Vanagon",,Body Mechanical & Trim,,Adult,255807324A,86-92 2.1L Vanagon,"Body Mechanical & Trim, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,86-92 2.1L Vanagon,has-image,from-products-table,
,right-rear-bumper-end-for-fiberglas-bumper-on-vanagon-from-87-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/right-rear-bumper-end-for-fiberglas-bumper-on-vanagon-from-87-92-0-1594308693.jpg,2,Right Rear Bumper End for Fiberglas Bumper on Vanagon from 87-92,,,,,,,,,,,,,,,,,,
,right-rear-bumper-end-for-fiberglas-bumper-on-vanagon-from-87-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/right-rear-bumper-end-for-fiberglas-bumper-on-vanagon-from-87-92-1-1594308693.jpg,3,Right Rear Bumper End for Fiberglas Bumper on Vanagon from 87-92,,,,,,,,,,,,,,,,,,
,right-rear-bumper-end-for-fiberglas-bumper-on-vanagon-from-87-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/right-rear-bumper-end-for-fiberglas-bumper-on-vanagon-from-87-92-2-1594308693.jpg,4,Right Rear Bumper End for Fiberglas Bumper on Vanagon from 87-92,,,,,,,,,,,,,,,,,,
