Handle,Title,Tags,Option1 Name,Option1 Value
pressure-cap,Pressure Cap for 82 Diesel Vanagon,"82-84 Diesel Vanagon, 83-85 1.9L Vanagon, Coolant System, product-id:3386, 82-84-diesel-vanagon, 83-85-19l-vanagon, coolant-system, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, category:coolant-system",Title,Default Title
h-shaped-coolant-hose-connector,H Shaped Coolant Hose connector for 83.5-85,"83-85 1.9L Vanagon, Coolant System, product-id:3388, 83-85-19l-vanagon, coolant-system, vehicle:83-85-19l-vanagon, category:coolant-system",Title,Default Title
air-filter-021129620,"Air Filter for 72-79 VW Bus, 80-83 Air Cooled Vanagon and 83-85 1.9l Vanagon","68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, Air Intake, Tune-up Parts, product-id:3390, 68-79-bus, 80-83-air-cooled-vanagon, 83-85-19l-vanagon, air-intake, tune-up-parts, vehicle:68-79-bus, vehicle:80-83-air-cooled-vanagon, vehicle:83-85-19l-vanagon, category:air-intake, category:tune-up-parts",Title,Default Title
front-heater-core-hose-feed-vanagon,Front Heater Core Hose (feed) Vanagon,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Climate Control, product-id:3394, 83-85-19l-vanagon, 86-92-21l-vanagon, climate-control, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:climate-control",Title,Default Title
front-heater-core-hose-return-vanagon,Front Heater Core Hose (Return) Vanagon,"83-85 1.9L Vanagon, Climate Control, Coolant System, product-id:3396, 83-85-19l-vanagon, climate-control, coolant-system, vehicle:83-85-19l-vanagon, category:climate-control, category:coolant-system",Title,Default Title
coolant-hose-between-passenger-side-head-and-t-251265056b,"Coolant Hose Between passenger side head and ""T"" for rear heater core","83-85 1.9L Vanagon, Coolant System, product-id:3398, 83-85-19l-vanagon, coolant-system, vehicle:83-85-19l-vanagon, category:coolant-system",Title,Default Title
coolant-hose-between-cross-over-pipe-and-t-for-heater-core,"Coolant Hose Between cross over pipe and ""T"" for heater core","83-85 1.9L Vanagon, Coolant System, product-id:3400, 83-85-19l-vanagon, coolant-system, vehicle:83-85-19l-vanagon, category:coolant-system",Title,Default Title
2-1l-heater-hose,Heater Hose 86-92 2.1L,"86-92 2.1L Vanagon, Climate Control, Coolant System, product-id:3402, 86-92-21l-vanagon, climate-control, coolant-system, vehicle:86-92-21l-vanagon, category:climate-control, category:coolant-system",Title,Default Title
heater-core,Front Heater Core for all watercooled Vanagon from 82-91,"82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Climate Control, product-id:3404, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, climate-control, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:climate-control",Title,Default Title
vanagon-front-heater-valve-control-cable,Vanagon Front Heater Valve Control Cable,"82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Climate Control, product-id:3408, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, climate-control, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:climate-control",Title,Default Title
egr-valve-or-kombi-valve-for-97-2000-eurovan,EGR Valve or Kombi Valve for 97-2000 Eurovan,"97-03 2.8L Eurovan, Engine Parts, product-id:3412, 97-03-28l-eurovan, engine-parts, vehicle:97-03-28l-eurovan, category:engine-parts",Title,Default Title
throttle-body-seal,Throttle Body Seal,"86-92 2.1L Vanagon, Air Intake, product-id:3414, 86-92-21l-vanagon, air-intake, vehicle:86-92-21l-vanagon, category:air-intake",Title,Default Title
transmission-mount-for-nose-of-manual-transmission,Powerflex Transmission Mount for nose of Manual Transmission Vanagon 80-85 Gasoline,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, Transmission & Drivetrain, product-id:3416, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, transmission-drivetrain, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, category:transmission-drivetrain",Title,Default Title
rubber-transmission-mount-for-automatic-transmission,Transmission Mount for All Auto Trans and 86-91 Manual Trans Vanagon,"80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Transmission & Drivetrain, product-id:3420, 80-83-air-cooled-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, transmission-drivetrain, vehicle:80-83-air-cooled-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:transmission-drivetrain",Title,Default Title
vanagon-outer-front-wheel-bearings,Vanagon Outer front Wheel Bearings for 2wd Vans from 84-92,"82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Brakes, Drive Shaft, Suspension and Steering, Transmission & Drivetrain, product-id:3422, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, brakes, drive-shaft, suspension-and-steering, transmission-drivetrain, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:brakes, category:drive-shaft, category:suspension-and-steering, category:transmission-drivetrain",Title,Default Title
upper-control-arm-bushing-for-all-vanagons-80-91,Upper Control Arm Bushing for all Vanagons 80-91,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, product-id:3424, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon",Title,Default Title
sleeve-for-radius-rod-in-the-front-end,Sleeve for Radius Rod in the Front End,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3426, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
radius-rod-bushing-251407175,Radius Rod Bushing for all Vanagon from 80-91,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3428, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
radius-rod-bushing-251407179,Radius Rod Bushing for All Vanagon- front,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3430, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
lower-ball-joint-for-all-vanagons-80-91,Lower Ball Joint for all Vanagons 80-91,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3432, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
throttle-housing-for-97-2000-eurovan,Throttle Housing for 97-2000 Eurovan,"97-03 2.8L Eurovan, Fuel Injection, product-id:3434, 97-03-28l-eurovan, fuel-injection, vehicle:97-03-28l-eurovan, category:fuel-injection",Title,Default Title
front-cv-axle-for-syncro-vanagon-86-92,Front CV Axle for Syncro Vanagon 86-92,"86-92 2.1L Vanagon, Drive Shaft, product-id:3436, 86-92-21l-vanagon, drive-shaft, vehicle:86-92-21l-vanagon, category:drive-shaft",Title,Default Title
syncro-vanagon-front-cv-joint-spacer,Syncro Vanagon Front CV Joint Spacer,"86-92 2.1L Vanagon, Drive Shaft, product-id:3438, 86-92-21l-vanagon, drive-shaft, vehicle:86-92-21l-vanagon, category:drive-shaft",Title,Default Title
backing-plate-for-front-disc-brakes-251407339a,Backing Plate for Front Disc Brakes 2wd Vanagon 86-91 (left),"86-92 2.1L Vanagon, Brakes, product-id:3440, 86-92-21l-vanagon, brakes, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
backing-plate-for-front-disc-brakes-251407340a,Backing Plate for Front Disc Brakes 2wd Vanagon 86-91 (right),"86-92 2.1L Vanagon, Brakes, product-id:3442, 86-92-21l-vanagon, brakes, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
brake-dust-shield-for-syncro-vanagon-stainless-left,Brake Dust Shield for Syncro Vanagon- Left,"86-92 2.1L Vanagon, Brakes, product-id:3444, 86-92-21l-vanagon, brakes, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
brake-dust-shield-for-syncro-vanagon-stainless-right,Brake Dust Shield for Syncro Vanagon- Right,"86-92 2.1L Vanagon, Brakes, product-id:3446, 86-92-21l-vanagon, brakes, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
upper-ball-joints-for-all-vanagons-80-91-also-syncro,Upper Ball Joints for all Vanagons 80-91 (including Syncro),"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3448, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
86-91-syncro-vanagon-front-brake-rotor,86-91 Syncro Vanagon front brake rotor,"86-92 2.1L Vanagon, Brakes, product-id:3450, 86-92-21l-vanagon, brakes, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
front-disc-brake-rotor,Front Disc Brake Rotor 80-85 Vanagon (OE quality),"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, Brakes, product-id:3452, 68-79-bus, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, brakes, vehicle:68-79-bus, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, category:brakes",Title,Default Title
front-brake-disc-rotor-80-85,Front Brake Disc Rotor 80-85 Vanagon (Aftermarket),"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, Brakes, product-id:3454, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, brakes, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, category:brakes",Title,Default Title
intake-manifold-gasket-021133227h,Intake Manifold Gasket,"97-03 2.8L Eurovan, Engine Parts, product-id:3456, 97-03-28l-eurovan, engine-parts, vehicle:97-03-28l-eurovan, category:engine-parts",Title,Default Title
front-brake-rotor,Front Brake Rotor for 86-91 2.1L 2wd Vanagon,"86-92 2.1L Vanagon, Brakes, product-id:3458, 86-92-21l-vanagon, brakes, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
front-brake-disc-rotor-86-92-2wd,Front Brake Disc Rotor 86-92 (2wd),"86-92 2.1L Vanagon, Brakes, product-id:3460, 86-92-21l-vanagon, brakes, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
vanagon-front-wheel-bearing-for-all-syncro-vanagons-86-91,Vanagon Front Wheel Bearing for all Syncro Vanagons 86-91,"86-92 2.1L Vanagon, Brakes, Drive Shaft, product-id:3462, 86-92-21l-vanagon, brakes, drive-shaft, vehicle:86-92-21l-vanagon, category:brakes, category:drive-shaft",Title,Default Title
front-wheel-seal-for-syncro-vanagon-86-92,Front Wheel Seal for Syncro Vanagon 86-92,"86-92 2.1L Vanagon, Brakes, product-id:3464, 86-92-21l-vanagon, brakes, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
vanagon-front-wheel-seal,Front wheel seal for all Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Brakes, Suspension and Steering, Transmission & Drivetrain, product-id:3466, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, brakes, suspension-and-steering, transmission-drivetrain, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:brakes, category:suspension-and-steering, category:transmission-drivetrain",Title,Default Title
vanagon-front-hub-nuts,Vanagon Front Hub Nuts,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Brakes, product-id:3470, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, brakes, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
front-wheel-bearing-cap-drivers-side,Front Wheel Bearing Cap (driver's side) all 2wd Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Brakes, product-id:3472, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, brakes, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
21mm-sway-bar-drop-link-upper-bushing,Upper Bushing for Sway Bar Drop Link 21mm I.D.,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3474, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
19mm-sway-bar-drop-link-upper-bushing,Upper Bushing for Sway Bar Drop Link 19mm I.D.,"86-92 2.1L Vanagon, Suspension and Steering, product-id:3476, 86-92-21l-vanagon, suspension-and-steering, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
intake-manifold-gasket-021133227k,Intake Manifold Gasket,"97-03 2.8L Eurovan, Air Intake, Engine Parts, product-id:3478, 97-03-28l-eurovan, air-intake, engine-parts, vehicle:97-03-28l-eurovan, category:air-intake, category:engine-parts",Title,Default Title
boge-oem-front-shocks-syncro-only-86-91,Bilstein (OE style) Front Shocks Syncro only '86-91,"86-92 2.1L Vanagon, Suspension and Steering, product-id:3480, 86-92-21l-vanagon, suspension-and-steering, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
front-boge-oem-shocks-for-all-2wd-vanagons-80-92,Front Boge (OEM) shocks for all 2wd Vanagons 80-92,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3482, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
manual-steering-rack-for-all-vanagons,Manual Steering Rack for all Vanagons,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3484, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
vanagon-steering-rack-bushing,Vanagon Steering Rack Bushing,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3486, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
tie-rod-assembly,Tie Rod Assembly for all Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3488, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
steering-rack-boot,Steering Rack Boot for either power or manual steering Vanagons 80-91,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3490, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
rebuilt-power-steering-racks,Rebuilt Power Steering Rack for Vanagon,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3492, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
rebuilt-power-steering-pump-for-all-vanagon,Rebuilt Power Steering Pump for all Vanagon,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3494, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
power-steering-hose-in-engine-bay-high-pressure,Power Steering Hose in Engine Bay (high pressure),"83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3496, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
new-vanagon-front-outer-cv-boot-kit-251498099e,New Vanagon Front Outer CV Joint with Boot Kit for Syncro Vanagons,"86-92 2.1L Vanagon, Drive Shaft, product-id:3498, 86-92-21l-vanagon, drive-shaft, vehicle:86-92-21l-vanagon, category:drive-shaft",Title,Default Title
clutch-cover,Clutch Cover,"92-96 2.5L Eurovan, Clutch, Engine Parts, product-id:3500, 92-96-25l-eurovan, clutch, engine-parts, vehicle:92-96-25l-eurovan, category:clutch, category:engine-parts",Title,Default Title
new-vanagon-front-inner-cv-boot-kit-251498201a,New Vanagon Front Inner CV Boot Kit for Syncro Vanagons,"86-92 2.1L Vanagon, Drive Shaft, Transmission & Drivetrain, product-id:3502, 86-92-21l-vanagon, drive-shaft, transmission-drivetrain, vehicle:86-92-21l-vanagon, category:drive-shaft, category:transmission-drivetrain",Title,Default Title
new-vanagon-front-outer-cv-boot-kit-251498203f,New Vanagon Front Outer CV Boot Kit for Syncro Vanagons (86-91),"86-92 2.1L Vanagon, Drive Shaft, Transmission & Drivetrain, product-id:3504, 86-92-21l-vanagon, drive-shaft, transmission-drivetrain, vehicle:86-92-21l-vanagon, category:drive-shaft, category:transmission-drivetrain",Title,Default Title
vanagon-left-rear-cv-axle-assembly,Vanagon Left Rear CV Axle Assembly,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Drive Shaft, product-id:3506, 83-85-19l-vanagon, 86-92-21l-vanagon, drive-shaft, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:drive-shaft",Title,Default Title
vanagon-cv-axle-for-manual-transmission-vanagons,Vanagon CV Axle for Manual transmission Vanagons,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Transmission & Drivetrain, product-id:3508, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, transmission-drivetrain, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:transmission-drivetrain",Title,Default Title
right-rear-cv-axle-assembly,Vanagon Right Rear CV Axle Assembly,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Drive Shaft, Transmission & Drivetrain, product-id:3512, 83-85-19l-vanagon, 86-92-21l-vanagon, drive-shaft, transmission-drivetrain, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:drive-shaft, category:transmission-drivetrain",Title,Default Title
boge-oem-rear-shocks-for-86-91-syncro-vanagon,Boge (OEM) Rear Shocks for '86-91 Syncro Vanagon,"86-92 2.1L Vanagon, Suspension and Steering, product-id:3516, 86-92-21l-vanagon, suspension-and-steering, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
rear-boge-oem-shocks-for-80-92-2wd-vanagons,Rear Boge (OEM) Shocks for '80-92 2wd Vanagons,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Suspension and Steering, product-id:3518, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, suspension-and-steering, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
rubber-flexdisc-for-syncro-drive-shaft,Syncro 2.1L Vanagon Rubber Flexdisc for drive shaft.,"86-92 2.1L Vanagon, Drive Shaft, product-id:3520, 86-92-21l-vanagon, drive-shaft, vehicle:86-92-21l-vanagon, category:drive-shaft",Title,Default Title
serpentine-belts-021145933k,Serpentine Belt for 1997-2000 Eurovan with AC,"97-03 2.8L Eurovan, Drive Belts, Engine Parts, product-id:3522, 97-03-28l-eurovan, drive-belts, engine-parts, vehicle:97-03-28l-eurovan, category:drive-belts, category:engine-parts",Title,Default Title
cv-joint-kit-with-boot-and-hardware,CV Joint Kit with boot and hardware for Bus and Vanagon,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Drive Shaft, Transmission & Drivetrain, product-id:3524, 68-79-bus, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, drive-shaft, transmission-drivetrain, vehicle:68-79-bus, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:drive-shaft, category:transmission-drivetrain",Title,Default Title
cv-boot-kit,CV Boot Kit for all Vanagon and VW Bus,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Drive Shaft, Transmission & Drivetrain, product-id:3526, 68-79-bus, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, drive-shaft, transmission-drivetrain, vehicle:68-79-bus, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:drive-shaft, category:transmission-drivetrain",Title,Default Title
lug-bolt,Lug Bolt,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:3528, 68-79-bus, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:68-79-bus, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
chrome-hub-cap-for-bus-vanagon,"Chrome Hub Cap for Bus, Vanagon","68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:3530, 68-79-bus, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:68-79-bus, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
alloy-wheel-center-cap-with-factory-alloy-rims,Alloy Wheel Center Cap with factory alloy rims,"86-92 2.1L Vanagon, Suspension and Steering, product-id:3532, 86-92-21l-vanagon, suspension-and-steering, vehicle:86-92-21l-vanagon, category:suspension-and-steering",Title,Default Title
backing-plate-for-rear-brakes-left-or-drivers-side,Backing Plate for Rear Brakes (left or driver's side) all Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Brakes, product-id:3534, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, brakes, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
backing-plate-for-rear-brakes-right-or-passenger-side,Backing Plate for Rear Brakes (right or passenger side) all Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Brakes, product-id:3536, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, brakes, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
rear-brake-drums,Rear brake drum for all Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Brakes, product-id:3538, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, brakes, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:brakes",Title,Default Title
